Id,Title,Description,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2009,Backward Drag,,Strongman,Quadriceps,Other,Beginner,6.9,Average
2010,Sled Push,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along a turf or other flat surface either for time or distance. Depending on your type of equipment, you may be",Strongman,Quadriceps,Other,Intermediate,6.8,Average
2011,Barbell squat with plate slide,"The barbell squat with plate slide is an exercise targeting the quadriceps, with the plate slide also working the adductors and abductors. It can help you get more total-leg and hip development out of squats, but is probably not the sort of thing you wan",Strength,Quadriceps,Other,Intermediate,6.7,Average
2012,Suspended split squat,"The suspended split squat is a single-leg squat variation performed with the rear leg in a suspension strap system. This allows the rear leg to move slightly more naturally than it would be able to on a bench. The exercise targets the quads, hamstring, a",Strength,Quadriceps,Other,Intermediate,6.5,Average
2013,Intermediate Hip Flexor and Quad Stretch,,Stretching,Quadriceps,Other,Beginner,6.3,Average
2014,Sled Drag - Harness,,Strongman,Quadriceps,Other,Intermediate,0.0,Average
2015,Burpee over barbell,"The burpee over barbell is an exercise that takes the burpee, a popular functional fitness move, and separates each rep with a lateral jump across the barbell. It works the cardiovascular system, but also the chest, quads, glutes, hamstrings, and abs. Th",Plyometrics,Quadriceps,Other,Intermediate,0.0,
2016,Dumbbell walking lunge-,"The dumbbell walking lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. The dumbbell walking lunge is o",Strength,Quadriceps,Other,Intermediate,0.0,Average
2017,Single-Leg Box Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2018,Conan's Wheel,,Strongman,Quadriceps,Other,Beginner,0.0,Average
2019,Single-Leg Hop Progression,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2020,Rickshaw Deadlift,,Strongman,Quadriceps,Other,Beginner,0.0,
2021,Single-cone sprint drill,"The single-cone sprint drill is an agility drill that involves moving quickly around a single cone. It demands that an athlete start, stop, and change directions all in a short period of time and a small space. It can be beneficial for football players a",Plyometrics,Quadriceps,Other,Intermediate,0.0,
2022,Single-Leg Stride Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,
2023,Trap Bar Jump,,Plyometrics,Quadriceps,Other,Beginner,0.0,
2024,Single-Leg Lateral Hop,,Plyometrics,Quadriceps,Other,Beginner,0.0,Average
2025,Burpee Box-Jumps,,Plyometrics,Quadriceps,Other,Intermediate,0.0,
2026,Sandbag Load,,Strongman,Quadriceps,Other,Beginner,0.0,Average
2027,Single-leg knee-tap squat,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to th",Strength,Quadriceps,Other,Intermediate,0.0,Average
2028,Car Deadlift,,Strongman,Quadriceps,Other,Beginner,0.0,
2029,Barbell Squat To A Box,,Strength,Quadriceps,Other,Beginner,0.0,
2030,Double Under,,Cardio,Quadriceps,Other,Beginner,0.0,
2062,Cable Hip Adduction,,Strength,Quadriceps,Cable,Beginner,8.2,Average
2063,Cable Deadlifts,,Strength,Quadriceps,Cable,Beginner,7.7,Average
2065,Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Quadriceps,Machine,Intermediate,9.6,Average
2066,Stair climber,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style",Cardio,Quadriceps,Machine,Intermediate,9.1,Average
2067,Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,8.8,Average
2068,Elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2069,Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement dur",Strength,Quadriceps,Machine,Intermediate,8.8,Average
2070,Narrow Stance Hack Squats,,Strength,Quadriceps,Machine,Beginner,8.8,Average
2071,Stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2072,Machine Squat,,Strength,Quadriceps,Machine,Intermediate,8.8,Average
2073,Smith machine back squat,The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and stren,Strength,Quadriceps,Machine,Intermediate,8.7,Average
2074,Leg Extensions,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,8.5,Average
2075,Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustabl",Cardio,Quadriceps,Machine,Intermediate,8.4,Average
2076,Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble ridi",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2077,Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustabl",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2078,Recumbent Bike,,Cardio,Quadriceps,Machine,Beginner,8.2,Average
2079,Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as",Strength,Quadriceps,Machine,Intermediate,8.0,Average
2080,Lying Machine Squat,,Strength,Quadriceps,Machine,Intermediate,8.0,Average
2081,Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",Strength,Quadriceps,Machine,Intermediate,7.7,Average
2082,Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the b",Strength,Quadriceps,Machine,Intermediate,7.0,Average
2083,Leverage Deadlift,,Strength,Quadriceps,Machine,Beginner,0.0,
2118,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat l",Cardio,Quadriceps,Body Only,Intermediate,9.2,Average
2119,Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be per",Strength,Quadriceps,Body Only,Intermediate,9.0,Average
2120,Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also",Plyometrics,Quadriceps,Body Only,Intermediate,8.9,Average
2121,Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,8.8,Average
2122,Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Quadriceps,Body Only,Intermediate,8.8,Average
2123,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused c",Cardio,Quadriceps,Body Only,Intermediate,8.8,Average
2124,Trail Running/Walking,,Cardio,Quadriceps,Body Only,Intermediate,8.7,Average
2125,Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-",Plyometrics,Quadriceps,Body Only,Expert,8.5,Average
2126,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dyn",Plyometrics,Quadriceps,Body Only,Intermediate,8.5,Average
2127,Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for tim",Strength,Quadriceps,Body Only,Intermediate,8.4,Average
